dataset,cv,k_label,k,dist,evaluator,n_folds,fold,accuracy,precision,recall,f1
spambase,4,n,3789,euclidean,averaged_inverse_square,10,0,0.8764845605700713,0.8717948717948718,0.8095238095238095,0.8395061728395062
spambase,4,n,3789,euclidean,averaged_inverse_square,10,1,0.8931116389548693,0.8397790055248618,0.9047619047619048,0.8710601719197708
spambase,4,n,3789,euclidean,averaged_inverse_square,10,2,0.8551068883610451,0.8322981366459627,0.7976190476190477,0.8145896656534954
spambase,4,n,3789,euclidean,averaged_inverse_square,10,3,0.8527315914489311,0.823170731707317,0.8035714285714286,0.8132530120481928
spambase,4,n,3789,euclidean,averaged_inverse_square,10,4,0.8741092636579573,0.8323699421965318,0.8571428571428571,0.8445747800586509
spambase,4,n,3789,euclidean,averaged_inverse_square,10,5,0.8456057007125891,0.8280254777070064,0.7738095238095238,0.7999999999999999
spambase,4,n,3789,euclidean,averaged_inverse_square,10,6,0.8836104513064132,0.8650306748466258,0.8392857142857143,0.851963746223565
spambase,4,n,3789,euclidean,averaged_inverse_square,10,7,0.8456057007125891,0.832258064516129,0.7678571428571429,0.7987616099071206
spambase,4,n,3789,euclidean,averaged_inverse_square,10,8,0.8669833729216152,0.8255813953488372,0.8452380952380952,0.8352941176470589
spambase,4,n,3789,euclidean,averaged_inverse_square,10,9,0.8836104513064132,0.8277777777777777,0.8922155688622755,0.8587896253602306
